cliente_id,nome,cpf,data_cadastro,data_cancelamento,cidade,estado,plano,valor_mensalidade,notificacoes_7d,transacoes_30d,ticket_medio_30d,abriu_chamado,tempo_resposta_chamado_h,churn_30d
CLI008984,Rafaela Oliveira,482.559.003-27,2025-11-24,,Aracaju,SE,Premium,"49,90",11,0.0,0.0,False,,False
CLI009750,Vanessa Pinto,14777479124,2024-09-08,,Salinópolis,PA,básico,19.90,0,25.0,170.35,não,,False
CLI006452,RAFAEL MOREIRA,22573196562,13/05/2024,,Bragança,PA,Básico,"19,90",6,,0.0,False,,False
CLI008254,Igor Almeida,970.854.325-31,26/06/2025,,Joinville,SC,Básico,"R$ 19,90",1,40.0,56.22,False,,False
CLI002795,Letícia Santos,45578762162,20-06-25,,Belém,PA,Básico,"R$ 19,90",4,27.0,238.93,False,,False
CLI002908,Helena Martins,038.568.061-80,23/09/2025,,João Pessoa,PB,Premium,"R$ 49,90",3,37.0,73.72,True,18.7,False
CLI005934,Gabriel Moreira,21369010291,24/09/2025,,Campo Grande,MS,Premium,49.90,5,5.0,125.66,False,,False
CLI007243,Mariana Cardoso,51590188790,2024-04-05,,Campinas,SP,Básico,"R$ 19,90",3,16.0,69.35,False,,False
CLI003300,Bruno Silva,99395258968,26/03/2024,,Salvador,BA,Básico,19.90,5,32.0,44.28,False,,False
CLI000287,Bianca Barbosa,10463088886,17/08/2024,,Janaúba,MG,Básico,19.90,10,44.0,168.41,False,,False
CLI003465,Vanessa Rodrigues,805.407.025-72,17/03/2024,,Rio de Janeiro,RJ,Premium,"R$ 49,90",10,,0.0,False,,False
CLI005328,Olívia Rodrigues,591.866.807-71,18/01/2026,,São Bernardo do Campo,SP,Premium,"49,90",1,77.0,13.93,True,12.6,False
CLI005236,Camila Rodrigues,98644601805,20/01/2026,,Vitória,ES,Premium,49.90,5,52.0,54.68,False,,False
CLI004895,Ricardo Souza,37042247738,07-10-25,,Maceió,AL,Premium,"49,90",11,86.0,71.87,False,,False
CLI007309,Bruna Souza,40295442717,2024-06-03,,Caxias do Sul,RS,Premium,"R$ 49,90",12,39.0,95.04,False,,False
CLI007444,Vanessa Vieira,62699853792,27/01/2024,,Cuiabá,MT,Premium,"49,90",11,28.0,72.16,False,,False
CLI008986,Carla Castro,59525011068,22/02/2025,,Aracaju,SE,Premium,"49,90",5,,0.0,True,3.1,False
CLI005217,Otávio Vieira,87944151434,10/03/2025,,Recife,PE,Premium,"49,90",5,69.0,99.75,False,,False
CLI005093,Tatiane Nunes,427.573.006-14,03-08-24,,Goiânia,GO,Básico,"19,90",10,10.0,16.87,False,,False
CLI005340,Fernanda Souza,382.378.442-59,20/11/2024,,Maringá,PR,Premium,"49,90",1,33.0,25.24,False,,False
CLI000564,Natália Mendes,416.067.495-03,20-01-24,,Uberlândia,MG,Premium,49.90,0,46.0,12.51,False,,False
CLI000292,Otávio Cardoso,163.425.556-68,14/08/2024,,Contagem,MG,Básico,"19,90",12,28.0,49.39,True,13.0,False
CLI006754,André Oliveira,145.527.010-45,28-08-24,,Teresina,PI,Básico,19.90,3,0.0,0.0,True,4.2,False
CLI003946, Clara Mendes,18526982859,01/08/2025,07/04/2026,Picos,PI,Básico,"19,90",3,20.0,81.89,True,52.5,True
CLI001733,Matheus Vieira,869.858.131-17,13/08/2024,,Iguatu,CE,Premium,"49,90",0,,0.0,False,,False
CLI000170,Igor Ferreira,307.700.847-10,27/10/2025,,Maceió,AL,Premium,"R$ 49,90",3,35.0,108.44,False,,False
CLI000268,Amanda Souza ,509.203.623-25,2025-06-19,,Bragança,PA,Básico,"19,90",7,22.0,127.09,True,5.4,False
CLI004657,Igor Araújo,26779340461,25/11/2024,21/04/2026,São José dos Campos,SP,Premium,"49,90",5,58.0,231.94,True,17.8,True
CLI001370,Juliana Lima,192.199.479-00,04/03/2024,,Manaus,AM,Básico,"R$ 19,90",2,17.0,52.59,não,,False
CLI003388,Ana Almeida,087.133.075-07,08-10-24,,Maringá,PR,Básico,"19,90",5,,0.0,False,,False
CLI003405,Fernanda Santos,426.640.636-23,27/12/2025,,Nova Iguaçu,RJ,Básico,"19,90",10,19.0,126.34,False,,False
CLI000316,Leonardo Cardoso,770.120.095-61,09/09/2025,,Palmas,TO,Básico,"19,90",2,15.0,103.94,False,,False
CLI001373,Fábio Moreira,088.506.168-04,22-01-25,,Guarulhos,SP,Básico,"19,90",7,23.0,52.08,False,,False
CLI008277,Matheus Moreira,108.473.527-79,19/10/2025,,Rio de Janeiro,RJ,Básico,"19,90",11,41.0,144.27,não,,False
CLI006861,Thiago Oliveira,449.642.506-46,05-12-24,,Juiz de Fora,MG,Básico,"R$ 19,90",6,5.0,40.69,False,,False
CLI000246,Camila Castro,798.103.804-36,18/12/2024,2026-04-22,Cajazeiras,PB,Básico,"19,90",6,26.0,71.54,False,,True
CLI000253,Marcelo Rocha,00948593316,31/03/2026,,Maceió,AL,Básico,"19,90",1,25.0,38.13,False,,False
CLI007924,Vanessa Barbosa,518.026.764-73,09/06/2025,17-04-26,Patos,PB,Básico,"R$ 19,90",0,19.0,69.08,True,4.2,True
CLI008949,Bruno Oliveira,031.748.877-83,06-03-24,,Recife,PE,Premium,"49,90",6,18.0,101.6,False,,False
CLI009737,Rafaela Martins,894.882.305-33,07-08-25,,São Paulo,SP,Premium,"49,90",11,40.0,45.19,False,,False
CLI000051,Igor Pereira,653.889.770-62,10-08-25,,Curitiba,PR,Premium,49.90,1,41.0,92.45,True,11.7,False
CLI007558,Tiago Ferreira,596.575.087-62,11/03/2025,2026-04-22,Curitiba,PR,Básico,"19,90",0,20.0,44.38,False,,True
CLI002770,Bruna Vieira,067.174.576-70,10-02-26,05/04/2026,Quixadá,CE,Básico,"19,90",4,35.0,119.05,True,21.7,True
CLI009863,Matheus Marques,594.488.193-59,13/05/2025,25/04/2026,Campinas,SP,Básico,19.90,0,34.0,64.17,False,,True
CLI006046,Yasmin Costa,102.610.686-81,11/12/2025,,João Pessoa,PB,Básico ,"R$ 19,90",4,4.0,126.75,False,,False
CLI007758,Yasmin Barbosa,236.868.083-59,07-07-25,,Itabaiana,SE,Básico,"19,90",7,30.0,19.2,False,,False
CLI000873,André Cardoso,742.080.345-81,14/02/2025,,Janaúba,MG,Básico,19.90,1,26.0,74.34,True,23.2,False
CLI004802,GABRIELA CAVALCANTI,991.933.802-86,31/03/2025,,Teresina,PI,Básico,"19,90",1,21.0,103.82,False,,False
CLI009489,Clara Araújo,647.186.555-95,02/05/2025,,Salinópolis,PA,Premium,"49,90",5,30.0,129.34,False,,False
CLI005875,Bianca Rocha,886.022.149-98,2025-02-04,,Londrina,PR,Premium,"49,90",11,22.0,207.92,False,,False
CLI003064,Sérgio Souza,208.488.210-78,29/03/2024,,Patos,PB,Básico,"19,90",1,23.0,45.42,False,,False
CLI008133,Igor Moreira,053.057.941-94,10/09/2024,,Campinas,SP,Básico,"19,90",10,19.0,939757.65,False,,False
CLI006206,Bianca Cardoso,072.522.706-28,15-11-24,,Goiânia,GO,Básico,"R$ 19,90",7,6.0,32.97,False,,False
CLI006953,Yasmin Ribeiro,185.515.606-50,07/05/2024,,São Luís,MA,Básico,"R$ 19,90",0,26.0,48.48,não,,False
CLI000249,Natália Rodrigues,935.843.416-94,17/01/2025,,Florianópolis,SC,Premium,49.90,10,14.0,738321.32,False,,False
CLI003026,Beatriz Rocha,52605114402,2024-03-20,,São José dos Campos,SP,Básico,"19,90",2,7.0,76.67,sim,19.4,False
CLI007013,Gabriel Silva,693.770.538-58,17-03-26,,São Bernardo do Campo,SP,Básico,19.90,1,0.0,0.0,True,21.5,False
CLI002665,André Souza,742.027.386-76,06/02/2026,,Teresina,PI,Básico,19.90,6,24.0,118.14,True,2.0,False
CLI002123,Isabela Carvalho,088.967.995-45,2025-03-09,,Niterói,RJ,Premium,"49,90",5,50.0,92.79,False,,False
CLI001502,Beatriz Souza,20955383248,05/06/2025,,João Pessoa,PB,Básico,"19,90",3,0.0,0.0,False,,False
CLI005969,Larissa Dias,451.097.427-76,2024-11-21,23-04-26,Cuiabá,MT,Básico,"19,90",6,49.0,43.61,True,72.8,True
CLI006978,Bianca Ribeiro,903.911.466-41,24/01/2025,,Floriano,PI,Básico,"19,90",6,21.0,20.41,False,,False
CLI002895,Tiago Barbosa,492.921.674-16,27/10/2024,,Duque de Caxias,RJ,Premium,"49,90",1,30.0,85.93,False,,False
CLI005115,Maria Martins,315.345.671-67,12/03/2024,,Campo Grande,MS,Básico,"R$ 19,90",12,20.0,57.38,True,12.2,False
CLI007898,Elaine Costa,31074365866,28-05-24,2026-04-07,Crateús,CE,Premium,"49,90",0,,0.0,False,,True
CLI005617,Rafael Almeida,122.536.895-40,2025-08-24,,Rio de Janeiro,RJ,Básico,"19,90",2,8.0,91.39,True,12.1,False
CLI009485,Maria Marques,45259623246,10-11-24,,Caicó,RN,Básico,"R$ 19,90",5,32.0,67.16,False,,False
CLI006956,Daniel Castro,916.573.865-65,2024-08-13,2026-04-13,Itabaiana,SE,Básico,19.90,8,,0.0,True,2.5,True
CLI008206,Marcos Carvalho,314.339.201-81,12/05/2025,,Maringá,PR,Básico,19.90,4,,0.0,False,,False
CLI008418,Camila Dias,472.559.091-87,12/11/2025,,São José dos Campos,SP,Básico,"19,90",7,30.0,161.31,True,3.7,False
CLI009825,Marcos Santos,92679481782,27-04-25,,Londrina,PR,Básico,19.90,1,8.0,18.35,False,,False
CLI000448,Gabriela Souza,242.755.422-25,2024-03-16,,São Gonçalo,RJ,Premium,"49,90",9,,0.0,False,,False
CLI007648,Thiago Rodrigues,394.908.268-30,30-03-24,,Pelotas,RS,Premium,"49,90",5,69.0,133.04,False,,False
CLI006949,Bruna Pinto,665.241.919-84,13/02/2026,,Patos,PB,Básico,19.90,0,31.0,40.55,False,,False
CLI008596,Bianca Ribeiro,646.757.253-42,22/03/2024,,Cajazeiras,PB,Básico,19.90,0,33.0,71.23,False,,False
CLI008894,André Dias,135.655.967-69,10/09/2025,18-04-26,Caicó,RN,Básico,"19,90",5,27.0,25.23,True,56.4,True
CLI001124,Lucas Castro,465.356.310-82,05/12/2025,,São Luís,MA,Básico,19.90,9,22.0,94.01,False,,False
CLI004723,Gabriela Santos,555.088.420-76,30/01/2024,,Belo Horizonte,MG,Básico,19.90,1,7.0,230368.22,False,,False
CLI004036,João Ribeiro,642.944.816-80,19/01/2025,,Janaúba,MG,Básico,19.90,12,24.0,39.21,sim,15.3,False
CLI001692,Thiago Cardoso,43870345479,2026-03-26,,Osasco,SP,Básico,"19,90",12,23.0,29.41,False,,False
CLI004368,Rafaela Souza,181.867.469-44,10/01/2026,05/04/2026,Contagem,MG,Premium,"R$ 49,90",0,15.0,10.9,False,,True
CLI000684,Rafaela Ferreira,29804065418,16/05/2024,,Caicó,RN,BÁSICO,"19,90",0,35.0,61.22,False,,False
CLI002693,júlio almeida,67613946489,2025-08-15,,Caicó,RN,Premium,"49,90",2,84.0,221.05,False,,False
CLI009665,Patrícia Silva,223.519.506-95,15/09/2025,,Ribeirão Preto,SP,Básico,"19,90",2,36.0,335255.0,True,6.6,False
CLI000462,Rafael Vieira,266.232.495-47,2024-02-18,,São José dos Campos,SP,Premium,"R$ 49,90",1,51.0,131.93,False,,False
CLI008813,Igor Carvalho,441.220.706-61,30/08/2025,,Recife,PE,Premium,"R$ 49,90",4,27.0,172469.01,False,,False
CLI007421,Bruna Silva,779.857.183-36,04-02-24,,São Luís,MA,Premium,"49,90",3,45.0,44.81,False,,False
CLI004813,Beatriz Ferreira,337.866.469-09,2025-12-06,,Campo Grande,MS,Básico,19.90,1,38.0,133.75,False,,False
CLI002134,Yasmin Nunes,569.524.143-83,06-11-24,,Salinópolis,PA,Básico,"19,90",8,28.0,41.21,False,,False
CLI000319,Sabrina Almeida,267.875.548-54,2024-10-09,,João Pessoa,PB,Básico,"19,90",8,30.0,101.1,False,,False
CLI009560,Karina Araújo,604.774.563-34,12/10/2024,,São Paulo,SP,Básico,"R$ 19,90",6,5.0,54.99,False,,False
CLI003406,Isabela Carvalho,819.079.599-73,10/03/2024,,Janaúba,MG,Básico,"19,90",6,23.0,142403.15,sim,70.0,False
CLI004581,Yasmin Martins,16015829783,2024-09-11,,Crateús,CE,Básico,"19,90",3,16.0,91.67,False,,False
CLI003044,Patrícia Carvalho,997.376.371-58,2025-10-02,,Juiz de Fora,MG,Básico,19.90,9,20.0,484510.06,True,76.4,False
CLI001513,Bruna Pereira,887.014.367-42,2026-02-18,,São Paulo,SP,Premium,"R$ 49,90",0,,0.0,False,,False
CLI009202,Carla Oliveira,016.634.667-73,10/06/2024,,Cuiabá,MT,Premium,"49,90",12,27.0,37.05,True,16.1,False
CLI000377,Henrique Pereira,089.747.391-66,2025-10-02,,Iguatu,CE,Premium,"49,90",8,44.0,88.55,False,,False
CLI000411,Daniel Gomes,568.099.841-56,2025-02-19,,Goiânia,GO,Básico,"19,90",0,39.0,87.38,False,,False
CLI005539,Vanessa Cardoso,151.380.418-76,2025-06-22,,Belo Horizonte,MG,Básico,"19,90",8,,0.0,False,,False
CLI003182,Eduardo Pinto,968.290.200-93,20/12/2024,,Cuiabá,MT,Premium,"49,90",12,23.0,230.81,False,,False
CLI003768,Carlos Martins,542.905.949-44,22-08-25,,João Pessoa,PB,Básico,"R$ 19,90",4,0.0,0.0,False,,False
CLI001769,Henrique Souza,497.857.961-75,10/07/2025,,Curitiba,PR,Básico,"19,90",3,15.0,69.48,False,,False
CLI008282,Beatriz Costa,023.279.933-63,26/08/2025,,Brasília,DF,Básico,19.90,2,44.0,46.3,False,,False
CLI005594,Rodrigo Araújo,411.722.506-39,16-12-24,,São Gonçalo,RJ,Premium,"R$ 49,90",1,23.0,339346.69,False,,False
CLI008299,Gabriel Pereira,29946156545,21/05/2024,,São Bernardo do Campo,SP,Básico,19.90,0,4.0,51.31,False,,False
CLI008591,Sabrina Oliveira,36898174948,2025-03-27,05/04/2026,Itabaiana,SE,Básico,"19,90",1,34.0,121.17,True,80.1,True
CLI002261,Bianca Silva,800.027.593-63,07/10/2024,,Cajazeiras,PB,Premium,49.90,10,52.0,101.68,True,26.7,False
CLI005095,Beatriz Vieira,587.209.027-39,17/03/2026,,Cajazeiras,PB,Básico,"R$ 19,90",1,42.0,255.58,False,,False
CLI005806,Rafael Cavalcanti,72709011082,03/03/2026,,Caxias do Sul,RS,Básico,"19,90",12,32.0,55.43,False,,False
CLI009632,Rafael Mendes,068.495.989-65,06/04/2025,,Sorocaba,SP,Básico,"19,90",5,40.0,86.39,não,,False
CLI003652,Amanda Moreira,91194346366,17/03/2025,,Cajazeiras,PB,Premium,"49,90",9,81.0,17.53,True,3.0,False
CLI003397,Otávio Martins,271.651.196-38,15/02/2024,,Crateús,CE,BASICO,19.90,1,11.0,45.92,True,10.7,False
CLI005071,Tatiane Gomes,06835835052,2024-11-04,,Florianópolis,SC,Básico,"19,90",0,29.0,472985.0,não,,False
CLI008482,Larissa Santos,271.635.467-66,2024-05-27,,Palmas,TO,Básico,19.90,9,40.0,120.01,False,,False
CLI000275,Gabriel Lima,677.744.254-61,18-10-25,,Duque de Caxias,RJ,Premium,49.90,10,25.0,41.05,True,12.4,False
CLI002493,Vítor Almeida,404.178.965-50,06-10-25,2026-04-22,Joinville,SC,Premium,"49,90",0,,0.0,True,84.2,True
CLI007287,Vinícius Pereira,129.219.654-80,28/01/2026,17/04/2026,Duque de Caxias,RJ,Premium,49.90,0,45.0,67.02,True,13.8,True
CLI001072,Tatiane Cavalcanti,376.587.801-35,28-06-24,,Maringá,PR,Básico,"19,90",5,22.0,71.45,sim,3.7,False
CLI002120,André Marques,650.651.597-66,2024-09-15,,Aracaju,SE,Básico,19.90,9,,0.0,False,,False
CLI002013,Isabela Souza,569.357.730-40,12/02/2024,,João Pessoa,PB,Básico,19.90,5,42.0,63.93,False,,False
CLI008690,Maria Silva,677.978.859-80,2025-07-14,,Duque de Caxias,RJ,Básico,19.90,2,18.0,173.06,True,8.3,False
CLI002466,Tatiane Ferreira,382.884.628-79,07/12/2024,,Palmas,TO,Premium,"49,90",6,62.0,67.46,False,,False
CLI003551,Helena Ribeiro,004.427.620-96,2024-09-02,,Patos,PB,Básico,19.90,4,,0.0,False,,False
CLI002484,Eduarda Costa,29864810962,27/01/2025,,Niterói,RJ,Básico,"19,90",11,38.0,122.15,False,,False
CLI003126,Maria Lima,85710085748,18/04/2025,11-04-26,Floriano,PI,Básico,"19,90",0,25.0,40.25,False,,True
CLI003211,Rafaela Moreira,99741656812,15/01/2026,,Campinas,SP,Premium,"49,90",4,42.0,118.07,não,,False
CLI005685,Ana Dias,03110438581,02/10/2025,,Curitiba,PR,Básico,"19,90",8,7.0,114.87,False,,False
CLI009320,Eduardo Barbosa,640.959.587-37,16-03-25,05/04/2026,Janaúba,MG,Premium,"49,90",1,16.0,97.52,True,3.5,True
CLI007891,Carlos Moreira,62744692610,08-10-25,,Ribeirão Preto,SP,Premium,"49,90",3,2.0,75.54,False,,False
CLI006105,Yasmin Ribeiro,21808133716,02/07/2025,26-04-26,Itabaiana,SE,Premium,"49,90",0,46.0,42.07,False,,True
CLI009254,Natália Lima,173.492.053-83,28/04/2025,,Florianópolis,SC,Básico,19.90,4,5.0,54.61,False,,False
CLI002158,Gabriel Gomes,856.166.725-42,07/09/2024,,Nova Iguaçu,RJ,Básico,"19,90",4,17.0,34.56,False,,False
CLI001148,Ricardo Mendes,471.632.363-02,13-10-25,,Bragança,PA,Premium,"49,90",10,72.0,340297.16,True,52.5,False
CLI001748,Eduarda Santos,381.386.143-83,10/11/2025,,Rio de Janeiro,RJ,Básico,"19,90",2,32.0,122.17,True,5.4,False
CLI009192,Marcelo Rodrigues,081.504.808-60,30-08-24,,Palmas,TO,Premium,49.90,11,43.0,80.15,False,,False
CLI006649,Diego Pinto,242.296.671-62,2024-03-24,,Cajazeiras,PB,Premium,49.90,4,41.0,47.62,True,18.0,False
CLI003778,Carlos Silva,879.099.141-99,14-08-24,,Iguatu,CE,Premium,"R$ 49,90",2,36.0,30.18,False,,False
CLI002689,Clara Moreira,25620636698,2024-04-20,,Janaúba,MG,Premium,49.90,4,45.0,76.96,False,,False
CLI008140,Bianca Araújo,42476993842,2025-04-10,,Estância,SE,Premium,"49,90",4,73.0,108.92,True,5.9,False
CLI006190,Lucas Cardoso,39717527490,2025-12-15,,Campinas,SP,Básico,19.90,3,,0.0,False,,False
CLI006729,Marcelo Carvalho,87955057804,20-08-25,,Caxias do Sul,RS,Básico,"19,90",9,32.0,60.94,True,51.4,False
CLI002070,Felipe Cardoso,88769266305,08-08-25,17-04-26,Floriano,PI,Básico,"19,90",0,4.0,53.58,True,45.5,True
CLI001348,Lucas Lima,99797697946,2024-07-19,01-04-26,João Pessoa,PB,Premium,"R$ 49,90",12,71.0,50.42,True,39.4,True
CLI009187,Gabriel Cardoso,055.948.491-48,2024-12-02,2026-04-29,Osasco,SP,Premium,"49,90",0,37.0,99.46,False,,True
CLI002214,Vinícius Vieira,561.885.104-91,06-03-24,,Campo Grande,MS,Básico,19.90,6,37.0,88.45,False,,False
CLI006505,Natália Martins,14227047588,07-05-25,,Quixadá,CE,Básico,"R$ 19,90",3,25.0,19.79,False,,False
CLI007979,Ana Gomes,464.805.531-93,2025-12-09,,Juiz de Fora,MG,BASICO,"19,90",2,18.0,60.35,True,20.9,False
CLI003046,Bruno Lima,976.848.474-35,20/06/2025,,Itabaiana,SE,Premium,"49,90",3,14.0,61.99,False,,False
CLI007704,Patrícia Cardoso,301.500.701-84,29/03/2024,,São Paulo,SP,Básico,"19,90",1,27.0,104.14,False,,False
CLI000514,Otávio Almeida,294.764.506-48,30-07-24,,Recife,PE,Básico,"19,90",6,19.0,137.13,True,1.2,False
CLI004569,Vinícius Almeida,815.570.756-48,18/05/2025,,Campinas,SP,Básico,"19,90",0,15.0,102.42,False,,False
CLI002517,Bruna Barbosa,93937988508,20/04/2025,,Campinas,SP,Básico,"R$ 19,90",4,7.0,24.93,True,5.7,False
CLI001209,Tatiane Almeida,97586615389,21/04/2024,,Cajazeiras,PB,Premium,"R$ 49,90",0,,0.0,False,,False
CLI009224,Helena Martins,413.665.314-98,2024-03-25,11/04/2026,Fortaleza,CE,Premium ,49.90,0,50.0,342.9,False,,True
CLI004953,Olívia Lima,732.641.643-59,2024-06-09,,São Luís,MA,Premium,49.90,6,51.0,153.58,False,,False
CLI000922,Bianca Almeida,63632802903,26/04/2025,,Niterói,RJ,Básico,"19,90",0,33.0,438709.75,False,,False
CLI002923,Gabriela Lima,13855005915,27/05/2025,,Cajazeiras,PB,Básico,19.90,11,33.0,123.32,True,44.2,False
CLI004575,Rafael Cavalcanti,90026664403,2025-03-25,,Itabaiana,SE,Básico,"19,90",12,37.0,425077.62,True,26.7,False
CLI007337,Diego Rocha,646.397.794-50,07-11-24,2026-04-14,Teresina,PI,Básico,"19,90",1,14.0,58.27,True,9.6,True
CLI001685,Gabriel Cardoso,947.222.601-89,11/05/2025,,Bragança,PA,Básico,"19,90",10,22.0,67.68,False,,False
CLI000475,Letícia Costa,55633089340,30/03/2026,,Picos,PI,Premium,49.90,12,28.0,20.47,False,,False
CLI003847,Mariana Moreira,20033608595,2024-07-07,,Ribeirão Preto,SP,Básico,"19,90",12,17.0,85.25,False,,False
CLI005903,Vanessa Gomes,721.122.780-08,11-01-24,,Crateús,CE,Básico,"19,90",1,0.0,0.0,True,0.9,False
CLI001447,Rafaela Silva,566.800.609-58,2025-05-24,,Ribeirão Preto,SP,Premium,49.90,1,65.0,94.65,False,,False
CLI003626,Daniela Costa,26311816840,2024-01-02,2026-04-03,Salinópolis,PA,Premium,49.90,10,47.0,67.35,sim,34.3,True
CLI002887,Isabela Araújo,243.016.340-79,25-01-26,,Ribeirão Preto,SP,Premium,"49,90",9,11.0,166.9,False,,False
CLI005516,Débora Rocha,375.410.616-10,25/07/2024,,São Paulo,SP,Básico,"19,90",0,,0.0,True,8.5,False
CLI003950,Vanessa Rocha,74972826052,02/05/2024,,Campo Grande,MS,Premium,"R$ 49,90",1,,0.0,True,0.8,False
CLI004642,Daniela Rocha,498.716.295-79,2024-04-08,,Juiz de Fora,MG,Premium,"49,90",10,42.0,23.91,True,88.4,False
CLI002702,Elaine Rocha,89420689016,13-02-25,2026-04-01,Salinópolis,PA,Básico,19.90,10,30.0,13.65,False,,True
CLI009041,Tiago Costa,700.537.899-06,2025-07-14,,Bragança,PA,Básico,"19,90",11,21.0,33.26,False,,False
CLI007546,Bianca Martins,262.404.878-41,20-09-25,,Itabaiana,SE,Básico,19.90,12,16.0,72.74,True,15.7,False
CLI005222,Amanda Cavalcanti,07421778038,2024-02-13,,Florianópolis,SC,Básico,19.90,8,19.0,17.07,False,,False
CLI009195,Henrique Mendes,082.310.573-08,2024-06-26,,São Paulo,SP,Básico,"R$ 19,90",10,,0.0,False,,False
CLI007238,Pedro Ferreira,633.202.808-77,19/05/2025,2026-04-24,São Gonçalo,RJ,Premium,"49,90",9,25.0,59.28,True,34.4,True
CLI002931,Ana Ribeiro,007.647.181-83,09/06/2025,,São José dos Campos,SP,Básico,"19,90",12,24.0,105.95,False,,False
CLI002759,Rafaela Gomes,395.299.983-80,2025-01-30,,Campinas,SP,Básico,"R$ 19,90",0,39.0,101.55,False,,False
CLI006028,Fábio Costa,974.478.167-41,05/05/2024,,Estância,SE,Premium,"49,90",6,,0.0,False,,False
CLI006714,Yasmin Gomes,951.995.532-41,30/01/2025,,Guarulhos,SP,Básico,"R$ 19,90",7,47.0,3.22,False,,False
CLI007485,Débora Barbosa,80775127572,15-12-24,,Garanhuns,PE,Básico,19.90,1,,0.0,False,,False
CLI001663,Marcelo Barbosa,77537958259,24-08-24,08-04-26,Quixadá,CE,Básico,"19,90",11,20.0,54.77,False,,True
CLI003459,Clara Souza,096.141.953-02,10/01/2026,,Campinas,SP,Básico,"R$ 19,90",10,18.0,24.4,False,,False
CLI002821,Renato Lima,79426414764,2025-12-02,,Manaus,AM,BÁSICO,"19,90",7,38.0,136.56,False,,False
CLI003662,Natália Santos,006.511.063-02,02/06/2024,,Curitiba,PR,Básico,19.90,4,21.0,126.01,não,,False
CLI007916,Gabriel Barbosa,895.476.022-92,05/03/2025,,Santo André,SP,Básico,19.90,12,32.0,114.44,False,,False
CLI001808,LUCAS RODRIGUES,146.265.447-44,2025-05-29,,Cuiabá,MT,Premium,49.90,8,28.0,49.86,False,,False
CLI006243,Rafael Oliveira,460.854.800-56,2024-10-16,,Goiânia,GO,Básico,19.90,9,16.0,232.9,False,,False
CLI007888,Renato Moreira,482.824.023-73,14/01/2025,,Curitiba,PR,Premium,49.90,12,29.0,119.73,False,,False
CLI005235,Pedro Rocha,98170168996,01/11/2025,,Salvador,BA,BASICO,19.90,1,46.0,137.69,False,,False
CLI003059,Karina Gomes,22918801347,03/07/2025,,Quixadá,CE,Básico,"19,90",7,24.0,82.37,sim,6.4,False
CLI003729,Diego Pereira,018.021.234-23,04-12-24,,São Gonçalo,RJ,Premium,49.90,0,41.0,162.12,não,,False
CLI001021,Ana Araújo,82310976026,2026-01-23,,Guarulhos,SP,Premium,"49,90",12,80.0,375.38,False,,False
CLI000706,Beatriz Carvalho,008.365.769-36,18/11/2024,,Contagem,MG,Básico,"19,90",7,23.0,20.46,True,17.9,False
CLI001884,Pedro Carvalho,514.352.870-11,04/06/2024,09-04-26,Palmas,TO,Básico,"19,90",1,3.0,29.85,False,,True
CLI006798,Henrique Dias,728.327.602-92,2025-12-13,,Osasco,SP,Básico,"19,90",10,24.0,166.52,False,,False
CLI009981,Sabrina Castro,562.605.807-54,2025-11-18,,Brasília,DF,Premium,"R$ 49,90",1,62.0,85.96,False,,False
CLI004462,Clara Almeida,48542074264,20-07-25,2026-04-30,Caicó,RN,Básico,19.90,8,22.0,221.4,True,62.1,True
CLI000909,Tiago Marques,456.765.905-27,21/08/2024,,Goiânia,GO,Básico,"R$ 19,90",7,21.0,16.33,False,,False
CLI002589, Eduardo Almeida,684.021.410-45,27-11-24,,Santo André,SP,Básico,"19,90",9,42.0,38.23,False,,False
CLI007746,Eduarda Barbosa,144.410.115-70,22/06/2025,,Patos,PB,Básico,19.90,10,22.0,173.38,False,,False
CLI009055,Marcos Cardoso,150.160.012-57,07/06/2025,,Duque de Caxias,RJ,Premium,"49,90",1,47.0,73.58,False,,False
CLI000595,Diego Cavalcanti,513.525.559-82,21/08/2024,,Brasília,DF,Premium,"49,90",0,27.0,99.42,False,,False
CLI002612,Felipe Carvalho,280.822.431-81,2025-12-29,,Campinas,SP,Básico,"R$ 19,90",1,20.0,111.31,False,,False
CLI000441,Camila Rocha,589.558.140-41,06-08-24,,Floriano,PI,Premium,"49,90",11,44.0,345777.64,False,,False
CLI005805,Igor Marques,160.792.045-34,2024-11-11,09-04-26,Patos,PB,Premium,"49,90",9,27.0,33.37,True,30.7,True
CLI004190,Maria Nunes,937.717.227-85,2025-05-25,,Sorocaba,SP,Básico,"19,90",5,19.0,74.9,False,,False
CLI005112,Rafael Araújo,936.416.838-77,29/06/2025,,São Bernardo do Campo,SP,Básico,19.90,10,6.0,174.93,False,,False
CLI000011,Camila Martins,89985182639,03/08/2025,,São Bernardo do Campo,SP,Básico,19.90,3,26.0,48.92,False,,False
CLI007415,Sérgio Marques,65464619927,2025-11-16,,Salinópolis,PA,Premium,"49,90",11,82.0,109085.55,sim,12.8,False
CLI006518,André Rodrigues,32654834116,2024-04-01,,Brasília,DF,Premium,"49,90",3,66.0,94.16,False,,False
CLI004150,André Lima,185.414.772-61,2024-01-14,,Campo Grande,MS,Premium,"49,90",11,32.0,29.51,False,,False
CLI007911,Carla Ferreira,455.249.687-78,19/02/2025,,Fortaleza,CE,Básico,"19,90",4,16.0,144.05,True,9.3,False
